1,0,1699.000000,390.000000,161.000000,340.000000,-1.000000,-1.000000,-1.000000
1,0,1699.000000,390.000000,161.000000,340.000000,-1.000000,-1.000000,-1.000000
1,1,0.000000,335.000000,115.000000,572.000000,-1.000000,-1.000000,-1.000000
1,0,1699.000000,390.000000,161.000000,340.000000,-1.000000,-1.000000,-1.000000
1,1,0.000000,335.000000,115.000000,572.000000,-1.000000,-1.000000,-1.000000
1,2,1291.000000,462.000000,67.000000,196.000000,-1.000000,-1.000000,-1.000000
1,0,1699.000000,390.000000,161.000000,340.000000,-1.000000,-1.000000,-1.000000
1,1,0.000000,335.000000,115.000000,572.000000,-1.000000,-1.000000,-1.000000
1,2,1291.000000,462.000000,67.000000,196.000000,-1.000000,-1.000000,-1.000000
1,3,1257.000000,537.000000,57.000000,120.000000,-1.000000,-1.000000,-1.000000
1,0,1699.000000,390.000000,161.000000,340.000000,-1.000000,-1.000000,-1.000000
1,1,0.000000,335.000000,115.000000,572.000000,-1.000000,-1.000000,-1.000000
1,2,1291.000000,462.000000,67.000000,196.000000,-1.000000,-1.000000,-1.000000
1,3,1257.000000,537.000000,57.000000,120.000000,-1.000000,-1.000000,-1.000000
1,4,120.000000,526.000000,73.000000,215.000000,-1.000000,-1.000000,-1.000000
1,0,1699.000000,390.000000,161.000000,340.000000,-1.000000,-1.000000,-1.000000
1,1,0.000000,335.000000,115.000000,572.000000,-1.000000,-1.000000,-1.000000
1,2,1291.000000,462.000000,67.000000,196.000000,-1.000000,-1.000000,-1.000000
1,3,1257.000000,537.000000,57.000000,120.000000,-1.000000,-1.000000,-1.000000
1,4,120.000000,526.000000,73.000000,215.000000,-1.000000,-1.000000,-1.000000
1,5,1886.000000,395.000000,34.000000,173.000000,-1.000000,-1.000000,-1.000000
1,0,1699.000000,390.000000,161.000000,340.000000,-1.000000,-1.000000,-1.000000
1,1,0.000000,335.000000,115.000000,572.000000,-1.000000,-1.000000,-1.000000
1,2,1291.000000,462.000000,67.000000,196.000000,-1.000000,-1.000000,-1.000000
1,3,1257.000000,537.000000,57.000000,120.000000,-1.000000,-1.000000,-1.000000
1,4,120.000000,526.000000,73.000000,215.000000,-1.000000,-1.000000,-1.000000
1,5,1886.000000,395.000000,34.000000,173.000000,-1.000000,-1.000000,-1.000000
1,6,857.000000,517.000000,43.000000,109.000000,-1.000000,-1.000000,-1.000000
1,0,1699.000000,390.000000,161.000000,340.000000,-1.000000,-1.000000,-1.000000
1,1,0.000000,335.000000,115.000000,572.000000,-1.000000,-1.000000,-1.000000
1,2,1291.000000,462.000000,67.000000,196.000000,-1.000000,-1.000000,-1.000000
1,3,1257.000000,537.000000,57.000000,120.000000,-1.000000,-1.000000,-1.000000
1,4,120.000000,526.000000,73.000000,215.000000,-1.000000,-1.000000,-1.000000
1,5,1886.000000,395.000000,34.000000,173.000000,-1.000000,-1.000000,-1.000000
1,6,857.000000,517.000000,43.000000,109.000000,-1.000000,-1.000000,-1.000000
1,7,259.000000,458.000000,93.000000,246.000000,-1.000000,-1.000000,-1.000000
1,0,1699.000000,390.000000,161.000000,340.000000,-1.000000,-1.000000,-1.000000
